"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"2882",2014-09-12,"Atlas Shrugged: Who Is John Galt?",5000000,851690,851690,"Atlas Distribution","PG-13","Drama"
"2883",2003-08-29,"Party Monster",5000000,742898,894030,"ContentFilm","R","Comedy"
"2884",1996-02-21,"Bottle Rocket",5000000,407488,407488,"Sony Pictures","R","Action"
"2885",2013-08-16,"Ain't Them Bodies Saints",5000000,391611,1075009,"IFC Films","R","Drama"
"2886",1997-01-17,"Albino Alligator",5000000,353480,353480,"Miramax","R","Drama"
"2887",2014-09-26,"Jimi: All is By My Side",5000000,340911,927074,"XLrator Media","R","Drama"
"2888",2010-09-10,"Lovely, Still",5000000,127564,282687,"Monterey Media","PG","Drama"
"2889",2007-11-16,"Redacted",5000000,65388,861325,"Magnolia Pictures","R","Drama"
"2890",2014-10-17,"Rudderless",5000000,56001,567219,"Samuel Goldwyn Films","R","Drama"
"2891",2009-08-14,"Grace",5000000,8297,8297,"Anchor Bay Entertai","R","Horror"
"2892",2016-09-02,"Yoga Hosers",5000000,0,2199,"Invincible Pictures","PG-13","Adventure"
"2893",2014-11-21,"Reach Me",5000000,0,0,"Alchemy","R","Drama"
"2894",2014-08-18,"Henry & Me",5000000,0,0,"Distrib Films","PG","Adventure"
"2895",2015-01-23,"Mommy",4900000,3498695,17536004,"Roadside Attractions","R","Drama"
"2896",1996-11-20,"Sling Blade",4833610,24475416,34175000,"Miramax","R","Drama"
"2897",2006-01-06,"Hostel",4800000,47326473,82241110,"Lionsgate","R","Horror"
"2898",2011-09-30,"Take Shelter",4750000,1728953,4972016,"Sony Pictures Classics","R","Drama"
"2899",1986-08-22,"The Texas Chainsaw Massacre 2",4700000,8025872,8025872,"Cannon",NA,"Horror"
"2900",1988-04-22,"Lady in White",4700000,1705139,1705139,"New Century Vista F",NA,"Horror"
"2901",2005-03-04,"Dear Frankie",4600000,1340891,3099369,"Miramax","PG-13","Drama"
"2902",2004-12-29,"The Assassination of Richard Nixon",4600000,708776,4880143,"ThinkFilm","R","Drama"
"2903",2011-06-24,"Le nom des gens",4600000,514237,9261711,"Music Box Films","R","Comedy"
"2904",1984-03-23,"Police Academy",4500000,81198894,81198894,"Warner Bros","R","Comedy"
"2905",1980-06-20,"The Blue Lagoon",4500000,47923795,47923795,"Universal","R","Drama"
"2906",1982-08-13,"Fast Times at Ridgemont High",4500000,27092880,27092880,"Universal",NA,"Comedy"
"2907",1996-09-28,"Secrets & Lies",4500000,13417292,13417292,"October Films","R","Drama"
"2908",2002-12-19,"25th Hour",4500000,13084595,25344490,"Walt Disney","R","Drama"
"2909",1985-09-13,"After Hours",4500000,10609321,10609321,"Warner Bros",NA,"Comedy"
"2910",2008-10-24,"LÃ¥t den rÃ¤tte komma in",4500000,2122085,12247682,"Magnolia Pictures","R","Horror"
"2911",1999-02-12,"Tango",4500000,1687311,5428387,"Sony Pictures Classics","PG-13","Drama"
"2912",1986-04-23,"Salvador",4500000,1500000,1500000,"Hemdale",NA,"Drama"
"2913",2001-10-26,"Donnie Darko",4500000,1480006,7510877,"Newmarket Films","R","Drama"
"2914",2011-09-02,"Salvando al Soldado Perez",4500000,1400726,9330465,"Lionsgate","PG-13","Action"
"2915",1998-03-27,"Karakter",4500000,713413,713413,"Sony Pictures Classics","R","Drama"
"2916",2011-10-07,"Blackthorn",4500000,200558,1217307,"Magnolia Pictures","R","Adventure"
"2917",2015-05-08,"Maggie",4500000,187112,664346,"Roadside Attractions","PG-13","Drama"
"2918",2003-04-18,"Lilja 4-ever",4500000,181655,4556982,"Newmarket Films","R","Drama"
"2919",2010-04-09,"After.Life",4500000,108596,2481925,NA,"R","Horror"
"2920",2013-03-01,"The Sweeney",4500000,26345,8000366,"Entertainment One","R","Action"
"2921",2014-09-04,"Falcon Rising",4500000,11774,11774,"Freestyle Releasing","R","Adventure"
"2922",2017-12-01,"Daisy Winters",4500000,0,0,"Hannover House","PG-13","Drama"
"2923",1975-11-19,"One Flew Over the Cuckoo's Nest",4400000,108981275,108997629,"MGM","R","Drama"
"2924",1976-06-25,"Silent Movie",4400000,36145695,36145695,"20th Century Fox",NA,"Comedy"
"2925",2003-06-06,"Whale Rider",4300000,20779666,39374600,"Newmarket Films","PG-13","Drama"
"2926",2001-06-13,"Sexy Beast",4300000,6946056,10158355,"Fox Searchlight","R","Drama"
"2927",1990-10-19,"Night of the Living Dead",4200000,5835247,5835247,"Sony Pictures","R","Horror"
"2928",2010-08-13,"Animal Kingdom",4200000,1044039,8078683,"Sony Pictures Classics","R","Drama"
"2929",2011-10-21,"Cargo",4200000,0,313230,"Persona Films","R","Drama"
"2930",1998-03-06,"Love and Death on Long Island",4030000,2542264,2542264,"Lionsgate","PG-13","Drama"
"2931",1982-03-19,"Porky's",4000000,109492484,109492484,"20th Century Fox","R","Comedy"
"2932",1953-02-05,"Peter Pan",4000000,87400000,87400000,"RKO Radio Pictures","PG","Adventure"
"2933",1992-11-25,"The Crying Game",4000000,62546695,62546695,"Miramax","R","Drama"
"2934",2003-09-12,"Lost in Translation",4000000,44585453,117085297,"Focus Features","R","Drama"
"2935",1977-04-20,"Annie Hall",4000000,38251425,38251425,"United Artists",NA,"Comedy"
"2936",1995-10-27,"Leaving Las Vegas",4000000,31983777,49800000,"MGM","R","Drama"
"2937",2001-12-26,"Monster's Ball",4000000,31273922,43766463,"Lionsgate","R","Drama"
"2938",2014-07-11,"Boyhood",4000000,25379975,57273049,"IFC Films","R","Drama"
"2939",2010-07-09,"The Kids Are All Right",4000000,20811365,36275469,"Focus Features","R","Comedy"
"2940",1979-08-17,"Life of Brian",4000000,20008693,20008693,"Warner Bros","R","Comedy"
"2941",2014-04-18,"A Haunted House 2",4000000,17329487,21206861,"Open Road","R","Comedy"
"2942",2013-03-01,"The Last Exorcism Part II",4000000,15179303,25448707,"CBS Films","PG-13","Horror"
"2943",1974-12-17,"The Front Page",4000000,15000000,15000000,"Universal",NA,"Comedy"
"2944",1985-08-16,"The Return of the Living Dead",4000000,14237880,14237880,"Orion Pictures","R","Horror"
"2945",2000-08-04,"Saving Grace",4000000,12178602,27786849,"Fine Line","R","Comedy"
"2946",1963-08-08,"The Great Escape",4000000,11744471,11744471,"MGM",NA,"Drama"
"2947",2016-05-13,"The Darkness",4000000,10753574,10898293,"High Top Releasing","PG-13","Horror"
"2948",2001-11-14,"The Wash",4000000,10097096,10097096,"Lionsgate","R","Comedy"
"2949",2000-03-01,"3 Strikes",4000000,9821335,9821335,"MGM","R","Comedy"
"2950",2008-04-11,"The Visitor",4000000,9427026,19174817,"Overture Films","PG-13","Comedy"
"2951",2003-11-26,"The Cooler",4000000,8291572,11131455,"Lionsgate","R","Drama"
"2952",2006-08-04,"The Night Listener",4000000,7836393,10770993,"Miramax","R","Drama"
"2953",1995-02-03,"The Jerky Boys",4000000,7555256,7555256,"Walt Disney","R","Comedy"
"2954",2007-12-28,"El orfanato",4000000,7159147,79250193,"Picturehouse","R","Horror"
"2955",2007-05-25,"Bug",4000000,7006708,8302995,"Lionsgate","R","Drama"
"2956",2006-11-17,"Let's Go to Prison",4000000,4630045,4630045,"Universal","R","Comedy"
"2957",1995-12-25,"Four Rooms",4000000,4301000,4301000,"Miramax","R","Comedy"
"2958",2002-09-20,"Secretary",4000000,4046737,9413956,"Lionsgate","R","Drama"
"2959",1988-12-01,"Talk Radio",4000000,3468572,3468572,"Universal",NA,"Drama"
"2960",1997-01-31,"Waiting for Guffman",4000000,2922988,2922988,"Sony Pictures Classics","R","Comedy"
"2961",1999-09-10,"Love Stinks",4000000,2793776,2793776,"Independent Artists","R","Comedy"
"2962",2005-09-16,"Thumbsucker",4000000,1328679,1919197,"Sony Pictures Classics","R","Comedy"
"2963",2011-09-23,"Red State",4000000,1065429,1983596,"Smodshow Productions","R","Horror"
"2964",2005-09-30,"MirrorMask",4000000,864959,973613,"Samuel Goldwyn Films","PG","Drama"
"2965",2003-02-28,"Poolhall Junkies",4000000,563711,563711,"Gold Circle Films","R","Drama"
"2966",2014-03-07,"The Face of Love",4000000,385069,1158877,"IFC Films","PG-13","Drama"
"2967",2014-04-11,"Joe",4000000,373375,373375,"Roadside Attractions","R","Drama"
"2968",1988-03-04,"Prison",4000000,354704,354704,"Empire Pictures",NA,"Horror"
"2969",2009-05-08,"Adoration",4000000,294244,384244,"Sony Pictures Classics","R","Drama"
"2970",2000-01-28,"The Big Tease",4000000,185577,185577,"Warner Bros","R","Comedy"
"2971",2015-04-10,"Desert Dancer",4000000,155271,338109,"Relativity","PG-13","Drama"
"2972",2015-01-30,"Guten Tag, Ramon",4000000,154356,4854356,"20th Century Fox","PG-13","Drama"
"2973",2015-06-19,"Manglehorn",4000000,132270,797439,"IFC Films","PG-13","Drama"
"2974",2010-04-02,"Tau ming chong",4000000,129078,38899792,NA,"R","Action"
"2975",2010-04-02,"Tau ming chong",4000000,129078,38899792,NA,"R","Action"
"2976",2011-04-01,"Trust",4000000,120016,120016,"Alchemy","R","Drama"
"2977",2000-12-22,"An Everlasting Piece",4000000,75078,75078,"Dreamworks SKG","R","Comedy"
"2978",2011-04-22,"Stake Land",4000000,33245,679482,"IFC Films","R","Horror"
"2979",2002-12-27,"Sonny",4000000,17639,17639,NA,"R","Drama"
"2980",2011-11-18,"Another Happy Day",4000000,9120,978527,"Phase 4 Films","R","Drama"
"2981",2012-06-01,"The Loved Ones",4000000,0,12302,"Paramount Pictures","R","Horror"
"2982",2014-07-11,"The Perfect Wave",4000000,0,0,NA,"PG","Drama"
"2983",1939-12-15,"Gone with the Wind",3900000,198680470,390525192,"MGM","G","Drama"
"2984",1976-01-01,"Network",3800000,23689877,23689877,"MGM",NA,"Drama"
"2985",2011-01-14,"Down for Life",3800000,41914,41914,"B D  Fox Independent","R","Drama"
"2986",2010-04-30,"The Good Heart",3800000,20930,340930,"Magnolia Pictures","R","Drama"
"2987",2018-10-05,"Hevi reissu",3800000,9079,9079,"Music Box Films",NA,"Comedy"
"2988",2006-08-11,"Casa de Areia",3750000,539285,1178175,"Sony Pictures Classics","R","Drama"
"2989",2010-02-19,"Defendor",3750000,44462,44462,NA,"R","Drama"
"2990",2006-11-21,"The History Boys",3700000,2730296,13447998,"Fox Searchlight","R","Comedy"
"2991",1980-07-04,"Airplane!",3500000,83453539,83453539,"Paramount Pictures","PG","Comedy"
"2992",1997-08-13,"The Full Monty",3500000,45950122,261249383,"Fox Searchlight","R","Comedy"
"2993",1993-05-26,"Menace II Society",3500000,27731527,27731527,"New Line","R","Action"
"2994",1995-04-26,"Friday",3500000,27467564,27936778,"New Line","R","Comedy"
"2995",2016-02-19,"The Witch",3500000,25138705,40454520,"A24","R","Horror"
"2996",2002-12-06,"Empire",3500000,17504595,18495444,"Universal","R","Drama"
"2997",2018-01-19,"Forever My Girl",3500000,16376066,16376066,"Roadside Attractions","PG","Drama"
"2998",1987-05-01,"Creepshow 2",3500000,14000000,14000000,"New World","R","Horror"
"2999",1967-01-01,"In Cold Blood",3500000,13000000,13007551,NA,"R","Drama"
"3000",1998-05-27,"I Got the Hook-Up!",3500000,10317779,10317779,"Miramax","R","Comedy"
"3001",1998-11-06,"Gods and Monsters",3500000,6451628,6451628,"Lionsgate","R","Drama"
"3002",1987-03-13,"Evil Dead II",3500000,5923044,5923044,"Rosebud Releasing",NA,"Horror"
"3003",2001-06-29,"Pootie Tang",3500000,3293258,3293258,"Paramount Pictures","PG-13","Comedy"
"3004",2016-12-02,"Believe",3500000,890303,890303,"Smith Global Media","PG","Drama"
"3005",2000-04-19,"La otra conquista",3500000,886410,886410,"Hombre de Oro","R","Drama"
"3006",2016-09-30,"American Honey",3500000,663247,2611750,"A24","R","Drama"
"3007",2011-06-10,"Trolljegeren",3500000,253444,5706638,"Magnet Pictures","PG","Horror"
"3008",2007-09-14,"Ira and Abby",3500000,221096,221096,"Magnolia Pictures","R","Comedy"
"3009",2016-01-08,"The Masked Saint",3500000,182695,182695,"Freestyle Releasing","PG-13","Action"
"3010",2006-02-17,"Winter Passing",3500000,107492,113783,"Focus Features","R","Drama"
"3011",2005-03-25,"D.E.B.S.",3500000,96793,96793,"Samuel Goldwyn Films","PG-13","Action"
"3012",1999-09-17,"Taxman",3500000,9871,9871,NA,NA,"Comedy"
"3013",2013-05-17,"Jagten",3450000,687185,18309793,"Magnolia Pictures","R","Drama"
"3014",2011-10-21,"Margin Call",3400000,5353586,20433227,"Roadside Attractions","R","Drama"
"3015",2008-09-26,"Choke",3400000,2926565,4124277,"Fox Searchlight","R","Comedy"
"3016",1956-02-16,"Carousel",3380000,0,3220,"20th Century Fox",NA,"Drama"
"3017",2014-10-10,"Whiplash",3300000,13092006,37825230,"Sony Pictures Classics","R","Drama"
"3018",2007-10-26,"Bella",3300000,8093373,12405473,"Roadside Attractions","PG-13","Drama"
"3019",2003-01-17,"Cidade de Deus",3300000,7563397,32059295,"Miramax","R","Drama"
"3020",1983-11-18,"A Christmas Story",3250000,20605209,20605209,"MGM","PG","Comedy"
"3021",1982-08-20,"Class of 1984",3250000,6965361,6965361,"United Film Distrib",NA,"Drama"
"3022",2004-07-16,"Maria Full of Grace",3200000,6529624,14441158,"New Line","R","Drama"
"3023",2011-06-03,"Beginners",3200000,5790894,14314407,"Focus Features","R","Drama"
"3024",2016-04-22,"The Meddler",3200000,4267219,5526942,"Sony Pictures Classics","PG-13","Comedy"
"3025",2009-07-29,"Adam",3200000,2283291,2834485,"Fox Searchlight","PG-13","Drama"
"3026",2006-09-22,"Feast",3200000,56131,690872,"Weinstein Dimension","R","Horror"
"3027",1946-01-01,"It€™s a Wonderful Life",3180000,6600000,10768908,NA,"PG","Drama"
"3028",1996-07-19,"Trainspotting",3100000,16501785,71558971,"Miramax","R","Drama"
"3029",1978-07-28,"National Lampoon's Animal House",3000000,141600000,141600000,"Universal","R","Comedy"
"3030",2010-10-20,"Paranormal Activity 2",3000000,84752907,177512032,"Paramount Pictures","R","Horror"
"3031",2015-08-28,"War Room",3000000,67790117,73975239,"Sony Pictures","PG","Drama"
"3032",1964-12-22,"Goldfinger",3000000,51100000,124900000,"MGM","PG","Action"
"3033",1957-12-18,"The Bridge on the River Kwai",3000000,33300000,33300000,"Sony Pictures","PG","Drama"
"3034",1978-01-01,"Coming Home",3000000,32653000,32653000,"United Artists",NA,"Drama"
"3035",1998-11-20,"Waking Ned Devine",3000000,24793251,55193251,"20th Century Fox","PG","Comedy"
"3036",1997-08-01,"Air Bud",3000000,24646936,27788649,"Walt Disney","PG","Adventure"
"3037",1975-06-10,"Love and Death",3000000,20123742,20123742,"MGM",NA,"Comedy"
"3038",2001-04-06,"Pokemon 3: The Movie",3000000,17052128,68452128,"Warner Bros","G","Adventure"
"3039",1990-04-27,"Spaced Invaders",3000000,15000000,15000000,"Walt Disney","PG","Adventure"
"3040",1985-10-25,"Krush Groove",3000000,11052713,11052713,"Warner Bros","R","Drama"
"3041",2009-05-08,"Next Day Air",3000000,10027047,10172519,"Summit Entertainment","R","Comedy"
"3042",1998-11-04,"Belly",3000000,9639390,9639390,"Artisan","R","Drama"
"3043",1999-05-12,"Trippin€™",3000000,9017070,9017070,"October Films","R","Comedy"
"3044",2013-05-24,"Before Midnight",3000000,8110621,23251930,"Sony Pictures Classics","R","Drama"
"3045",1987-11-20,"Teen Wolf Too",3000000,7888000,7888000,"Atlantic",NA,"Comedy"
"3046",2009-07-31,"The Collector",3000000,7712114,10473836,"Freestyle Releasing","R","Horror"
"3047",1988-07-08,"Phantasm II",3000000,7282851,7282851,"Universal",NA,"Horror"
"3048",2004-10-01,"Woman Thou Art Loosed",3000000,6879730,6879730,"Magnolia Pictures","R","Drama"
"3049",2002-10-18,"Real Women Have Curves",3000000,5853194,7777790,"Newmarket Films","PG-13","Comedy"
"3050",2006-04-28,"Water",3000000,5529144,11322573,"Fox Searchlight","PG-13","Drama"
"3051",2016-07-22,"Don€™t Think Twice",3000000,4417983,4417983,"Film Arcade","R","Comedy"
"3052",2016-06-24,"Swiss Army Man",3000000,4210454,5837111,"A24","R","Drama"
"3053",2000-04-14,"East is East",3000000,4170647,30438635,"Miramax","R","Comedy"
"3054",2000-09-01,"Whipped",3000000,4142507,4142507,"Destination Films","R","Comedy"
"3055",1997-02-28,"Kama Sutra",3000000,4109095,4109095,"Trimark","R","Drama"
"3056",2013-05-17,"Frances Ha",3000000,4067398,11262769,"IFC Films","R","Comedy"
"3057",1993-09-24,"Warlock: The Armageddon",3000000,3902679,3902679,"Trimark","R","Horror"
"3058",1978-09-13,"Days of Heaven",3000000,3446749,3660880,"Paramount Pictures",NA,"Drama"
"3059",2016-04-22,"Compadres",3000000,3127773,7445044,"Lionsgate","R","Comedy"
"3060",1996-08-09,"Basquiat",3000000,2962051,2962051,"Miramax","R","Drama"
"3061",2006-02-24,"Tsotsi",3000000,2912606,11537539,"Miramax","R","Drama"
"3062",2010-04-09,"Letters to God",3000000,2848587,3237452,"Vivendi Entertainment","PG","Drama"
"3063",2014-09-19,"Tusk",3000000,1821983,1857688,"A24","R","Horror"
"3064",2003-10-24,"Elephant",3000000,1266955,10051516,"Fine Line","R","Drama"
"3065",2012-09-07,"Bachelorette",3000000,446770,12577401,"Weinstein Co","R","Comedy"
"3066",2008-09-05,"Everybody Wants to Be Italian",3000000,351416,351416,"Roadside Attractions","R","Comedy"
"3067",2011-09-09,"Creature",3000000,331000,331000,"The Bubble Factory","R","Horror"
"3068",1996-08-23,"Freeway",3000000,295493,295493,"Roxie Releasing","R","Comedy"
"3069",1993-02-12,"Dead Alive",3000000,242623,242623,"Trimark",NA,"Horror"
"3070",2010-10-01,"Chain Letter",3000000,205842,1022453,"New Films Cinema","R","Horror"
"3071",2012-03-02,"Tim and Eric's Billion Dollar Movie",3000000,201436,223652,"Magnet Pictures","R","Comedy"
"3072",2007-11-09,"Holly",3000000,163069,163069,"Priority Films","R","Drama"
"3073",2008-03-21,"The Grand",3000000,115879,115879,"Anchor Bay Entertai","R","Comedy"
"3074",2006-03-17,"Sommersturm",3000000,95204,95204,"Regent Releasing","R","Drama"
"3075",2014-08-15,"Fort McCoy",3000000,78948,78948,"Monterey Media","R","Drama"
"3076",1999-08-04,"The Gambler",3000000,51773,101773,NA,"R","Drama"
"3077",2015-09-04,"Before We Go",3000000,37151,483938,"Radius","PG-13","Drama"
"3078",2011-09-09,"Tanner Hall",3000000,5073,5073,"Anchor Bay Entertai","R","Drama"
"3079",2005-09-30,"My Big Fat Independent Movie",3000000,4655,4655,"Big Fat Movies","R","Comedy"
"3080",2014-06-27,"They Came Together",3000000,0,82780,"Lionsgate","R","Comedy"
"3081",2010-10-01,"Barry Munday",3000000,0,0,"Magnolia Pictures","R","Comedy"
"3082",1998-11-20,"Central do Brasil",2900000,5969553,17006158,"Sony Pictures Classics","R","Drama"
"3083",2005-06-10,"High Tension",2850000,3681066,6435262,"Lionsgate","R","Horror"
"3084",1974-12-15,"Young Frankenstein",2800000,86300000,86300000,"20th Century Fox","PG","Comedy"
"3085",1976-06-25,"The Omen",2800000,48570885,48570885,"20th Century Fox","R","Horror"
"3086",2005-07-22,"Hustle & Flow",2800000,22202809,23591783,"Paramount Vantage","R","Drama"
"3087",2006-09-15,"Artie Lange's Beer League",2800000,475000,475000,"Freestyle Releasing","R","Comedy"
"3088",2008-02-15,"Diary of the Dead",2750000,952620,5394447,"Weinstein Co","R","Horror"
"3089",1979-10-17,"The Black Stallion",2700000,37799643,37799643,"United Artists","G","Drama"
"3090",1997-06-13,"Ulee's Gold",2700000,9054736,15600000,"Orion Pictures","R","Drama"
"3091",1974-02-07,"Blazing Saddles",2600000,119500000,119500000,"Warner Bros","R","Comedy"
"3092",2014-05-02,"Ida",2600000,3827060,15298355,"Music Box Films","PG-13","Drama"
"3093",1987-01-01,"Maurice",2600000,3147950,3198308,NA,"R","Drama"
"3094",2007-12-07,"Timber Falls",2600000,0,71248,"Slowhand Cinema","R","Horror"
"3095",2013-01-11,"A Haunted House",2500000,40041683,59922558,"Open Road","R","Comedy"
"3096",2004-07-28,"Garden State",2500000,26782316,36028802,"Fox Searchlight","R","Drama"
"3097",1996-10-04,"That Thing You Do!",2500000,25857416,34557416,"20th Century Fox","PG","Drama"
"3098",1981-10-30,"Halloween II",2500000,25533818,25533818,"Universal",NA,"Horror"
"3099",1982-10-22,"Halloween 3: Season of the Witch",2500000,14400000,14400000,"Universal",NA,"Horror"
"3100",2013-08-02,"The Spectacular Now",2500000,6852971,6916951,"A24","R","Drama"
"3101",1995-01-27,"Before Sunrise",2500000,5274005,5686742,"Sony Pictures","R","Drama"
"3102",2016-06-24,"Hunt for the Wilderpeople",2500000,5205471,23845533,"The Orchard","PG-13","Comedy"
"3103",2012-08-17,"Robot & Frank",2500000,3317468,4934356,"Samuel Goldwyn Films","PG-13","Drama"
"3104",2000-06-16,"Jesus' Son",2500000,1282084,1687548,"Lionsgate","R","Drama"
"3105",2005-05-27,"Saving Face",2500000,1187266,1269705,"Sony Pictures Classics","R","Comedy"
"3106",2008-06-20,"Brick Lane",2500000,1094998,3838486,"Sony Pictures Classics","PG-13","Drama"
"3107",2007-08-24,"Eye of the Dolphin",2500000,72210,72260,"Monterey Media","PG-13","Drama"
"3108",2013-08-16,"Underdogs",2500000,35017,35017,"Freestyle Releasing","PG","Drama"
"3109",2013-06-21,"Alien Uprising",2500000,0,0,"Phase 4 Films","R","Action"
"3110",2011-05-13,"Go For It!",2450000,180237,182358,"Lionsgate","PG-13","Drama"
"3111",1996-10-16,"Get on the Bus",2400000,5691854,5691854,"Sony Pictures","R","Drama"
"3112",2006-09-01,"Idiocracy",2400000,444093,500296,"20th Century Fox","R","Comedy"
"3113",2015-03-20,"Do You Believe?",2300000,12985600,14305450,"Pure Flix Entertain","PG-13","Drama"
"3114",1998-05-01,"Dancer, Texas Pop. 81",2300000,574838,574838,"Sony Pictures","PG","Comedy"
"3115",2014-09-05,"Frontera",2300000,59696,59696,"Magnolia Pictures","PG-13","Drama"
"3116",2011-08-26,"Redemption Road",2300000,29384,29384,"Freestyle Releasing","PG-13","Drama"
"3117",1940-02-09,"Pinocchio",2289247,84300000,84300000,"Walt Disney","G","Adventure"
"3118",1982-08-13,"Friday the 13th Part 3",2250000,36690067,36690067,"Paramount Pictures",NA,"Horror"
"3119",1971-10-09,"The French Connection",2200000,41158757,41158757,NA,NA,"Drama"
"3120",2007-02-09,"The Last Sin Eater",2200000,388390,388390,"20th Century Fox","PG-13","Drama"
"3121",2001-07-13,"Bully",2100000,881824,1381824,"Lionsgate","R","Drama"
"3122",2016-10-16,"Mi America",2100000,3330,3330,"Industrial House Films","R","Drama"
"3123",2011-09-30,"Courageous",2000000,34522221,35185884,"Sony Pictures","PG-13","Drama"
"3124",1964-04-08,"From Russia With Love",2000000,24800000,78900000,"MGM","PG","Action"
"3125",1982-05-21,"Mad Max 2: The Road Warrior",2000000,24600832,24600832,"Warner Bros",NA,"Action"
"3126",1967-08-02,"In the Heat of the Night",2000000,24379978,24407647,"MGM",NA,"Drama"
"3127",1973-12-17,"Sleeper",2000000,18344729,18344729,"MGM",NA,"Comedy"
"3128",2015-03-13,"It Follows",2000000,14674077,23250755,"RADiUS TWC","R","Horror"
"3129",2012-03-09,"Silent House",2000000,12739737,16610760,"Open Road","R","Horror"
"3130",1999-10-08,"Boys Don't Cry",2000000,11540607,20741000,"Fox Searchlight","R","Drama"
"3131",2007-02-09,"Das Leben der Anderen",2000000,11284657,81197047,"Sony Pictures Classics","R","Drama"
"3132",1986-12-31,"Witchboard",2000000,7369373,7369373,"Cinema Guild",NA,"Horror"
"3133",1998-06-26,"Smoke Signals",2000000,6719300,7756617,"Miramax","PG-13","Comedy"
"3134",2010-06-11,"Winter's Bone",2000000,6531503,16131551,"Roadside Attractions","R","Drama"
"3135",2003-08-15,"American Splendor",2000000,6003587,8685632,"Fine Line","R","Drama"
"3136",2017-10-06,"The Florida Project",2000000,5904366,11303040,"A24","R","Drama"
"3137",2017-08-25,"All Saints",2000000,5802208,5941994,"Sony Pictures","PG","Drama"
"3138",2004-07-02,"Before Sunset",2000000,5792822,11217346,"Warner Independent","R","Drama"
"3139",2001-03-30,"Amores Perros",2000000,5383834,20883834,"Lionsgate","R","Drama"
"3140",2003-08-20,"Thirteen",2000000,4601043,9505996,"Fox Searchlight","R","Drama"
"3141",2005-06-17,"Me and You and Everyone We Know",2000000,3885134,9615464,"IFC Films","R","Drama"
"3142",2015-08-28,"We Are Your Friends",2000000,3591417,10166209,"Warner Bros","R","Drama"
"3143",2006-11-10,"Harsh Times",2000000,3337931,6225304,"MGM","R","Drama"
"3144",2000-03-03,"Ghost Dog: The Way of the Samurai",2000000,3330230,10672492,"Artisan","R","Drama"
"3145",2015-09-18,"Captive",2000000,2583301,2791973,"Paramount Pictures","PG-13","Drama"
"3146",2002-08-02,"Full Frontal",2000000,2512846,3438804,"Miramax","R","Comedy"
"3147",2018-06-08,"Hearts Beat Loud",2000000,2386254,2420962,"Gunpowder   Sky","PG-13","Drama"
"3148",2017-01-20,"The Resurrection of Gavin Stone",2000000,2303792,2303792,"High Top Releasing","PG","Comedy"
"3149",2006-06-28,"Strangers with Candy",2000000,2072645,2077844,"ThinkFilm","R","Comedy"
"3150",2008-05-02,"Son of Rambow: A Home Movie",2000000,1785505,11263263,"Paramount Vantage","PG-13","Comedy"
"3151",2015-08-07,"The Diary of a Teenage Girl",2000000,1477002,2279959,"Sony Pictures Classics","R","Drama"
"3152",1999-04-30,"Get Real",2000000,1152411,1152411,"Paramount Pictures","R","Comedy"
"3153",2011-04-08,"Meek's Cutoff",2000000,977772,1869928,"Oscilloscope Pictures","PG","Drama"
"3154",2001-09-28,"Dinner Rush",2000000,638227,1075504,"Access Motion Pictu","R","Drama"
"3155",2010-09-24,"The Virginity Hit",2000000,636706,636706,"Sony Pictures","R","Comedy"
"3156",2005-04-15,"House of D",2000000,388532,466106,"Lionsgate","PG-13","Drama"
"3157",2008-01-18,"Teeth",2000000,347578,2350641,"Roadside Attractions","R","Comedy"
"3158",1996-07-26,"Stonewall",2000000,304602,304602,"Strand","R","Drama"
"3159",2006-09-08,"Sherrybaby",2000000,199176,759504,"IFC Films","R","Drama"
"3160",2005-04-15,"It's All Gone Pete Tong",2000000,120620,2226603,"Matson","R","Drama"
"3161",1998-04-15,"24 7: Twenty Four Seven",2000000,72544,72544,"October Films","R","Comedy"
"3162",2017-02-03,"Growing up Smith",2000000,35312,35312,"Good Deed Entertain","PG-13","Comedy"
"3163",2009-03-20,"Super Capers",2000000,30955,30955,"Roadside Attractions","PG","Adventure"
"3164",1993-01-01,"Return of the Living Dead 3",2000000,21000,21000,NA,NA,"Horror"
"3165",2006-02-10,"London",2000000,12667,12667,"IDP Goldwyn Roadside","R","Drama"
"3166",2008-10-31,"Eden Lake",2000000,7321,4294373,"Third Rail","R","Horror"
"3167",2006-06-23,"Say Uncle",2000000,5361,5361,"TLA Releasing","R","Comedy"
"3168",2011-09-09,"Grave Encounters",2000000,0,2151887,"TriBeca Films",NA,"Horror"
"3169",1971-04-28,"Bananas",2000000,0,0,"MGM","PG-13","Comedy"
"3170",2007-07-07,"Rockaway",2000000,0,0,"Off Hollywood Distr","R","Drama"
"3171",2013-02-08,"Small Apartments",2000000,0,0,"Morocco Junction Pi","R","Comedy"
"3172",2016-07-08,"The Dog Lover",2000000,0,0,"ESX Entertainment","PG","Drama"
"3173",2010-10-08,"Nowhere Boy",1900000,1445366,7785229,"Weinstein Co","R","Drama"
"3174",2003-07-11,"Northfork",1900000,1420578,1445140,"Paramount Vantage","PG-13","Drama"
"3175",2015-04-24,"Brotherly Love",1900000,478595,478595,"Freestyle Releasing","R","Drama"
"3176",2011-06-03,"Submarine",1900000,467602,4581937,"Weinstein Co","R","Comedy"
